Classe;Nom;MS % brut;PB % brut;CB % brut;MGR % brut;MM % brut;NDF % brut;ADF % brut;Lignine % brut;Amidon % brut;Sucres % brut;EB (kcal) kcal/kg brut;ED porc croissance (kcal) kcal/kg brut;EM porc croissance (kcal) kcal/kg brut;EN porc croissance (kcal) kcal/kg brut;EMAn coq (kcal) kcal/kg brut;EMAn poulet (kcal) kcal/kg brut;UFL 2018 par kg brut;PDI 2018 g/kg brut;BalProRu 2018 g/kg brut
Céréales;Maïs;89.3000030517578;7.80000019073486;2.09999990463257;4;1.10000002384186;10.6999998092651;2.70000004768372;0.5;64.5;1.89999997615814;3990;3520;3430;2740;3240;3170;1.1599999666214;85;-50
Céréales;Maïs;89.3000030517578;7.80000019073486;2.20000004768372;3.5;1.10000002384186;10.8999996185303;2.70000004768372;0.5;66;1.79999995231628;3960;3490;3400;2720;3250;3180;1.14999997615814;85;-50
Céréales;Maïs;89;7.80000019073486;2.09999990463257;4;1.20000004768372;10.6999998092651;2.59999990463257;0.5;66.5;1.89999997615814;3970;3500;3420;2750;3310;3240;1.1599999666214;84;-49
Céréales;Maïs;88.8000030517578;7.80000019073486;2.09999990463257;3.5;1.20000004768372;10.6999998092651;2.59999990463257;0.5;66;1.89999997615814;3940;3470;3390;2710;3250;3190;1.14999997615814;84;-49
Céréales;Maïs;88.5;7.80000019073486;2.09999990463257;3.5;1.20000004768372;10.6999998092651;2.59999990463257;0.5;65;1.89999997615814;3930;3460;3380;2700;3210;3150;1.13999998569489;84;-49
Céréales;Maïs;87.8000030517578;7.80000019073486;2.09999990463257;3.5;1.20000004768372;10.6000003814697;2.59999990463257;0.5;66;1.79999995231628;3900;3430;3350;2690;3250;3180;1.12999999523163;84;-48
Céréales;Maïs;87.5;7.80000019073486;2.29999995231628;3;1.29999995231628;10.8999996185303;2.70000004768372;0.5;65;1.70000004768372;3860;3380;3300;2640;3170;3100;1.11000001430511;84;-48
Céréales;Maïs;87.3000030517578;7.80000019073486;1.89999997615814;4;1.20000004768372;10.3000001907349;2.5;0.5;63;1.89999997615814;3900;3450;3360;2690;3180;3110;1.13999998569489;84;-48
Céréales;Maïs;86.5;7.80000019073486;2.09999990463257;3.5;1.20000004768372;10.5;2.59999990463257;0.5;63;1.79999995231628;3850;3380;3300;2640;3130;3070;1.12000000476837;83;-47
Céréales;Maïs;86.5;7.80000019073486;2;3;1.10000002384186;10.3999996185303;2.59999990463257;0.5;64;1.79999995231628;3820;3370;3290;2630;3130;3070;1.11000001430511;83;-47
Céréales;Maïs;86;7.80000019073486;2.09999990463257;3.5;1.20000004768372;10.5;2.59999990463257;0.5;63;1.79999995231628;3820;3370;3280;2620;3130;3070;1.11000001430511;83;-47
Céréales;Maïs;85.5;7.80000019073486;2.40000009536743;3.5;1.10000002384186;10.8999996185303;2.70000004768372;0.600000023841858;64;1.60000002384186;3810;3330;3250;2610;3170;3100;1.10000002384186;82;-46
Céréales;Maïs;85.3000030517578;7.80000019073486;2.20000004768372;3.5;1.20000004768372;10.5;2.59999990463257;0.5;62;1.70000004768372;3790;3330;3250;2590;3090;3020;1.10000002384186;82;-46
Céréales;Maïs;85.3000030517578;7.80000019073486;1.89999997615814;3.5;1.20000004768372;10.1000003814697;2.5;0.5;62.5;1.89999997615814;3790;3350;3270;2610;3110;3050;1.11000001430511;83;-46
Céréales;Maïs;88.5;8;2.09999990463257;3.5;1.10000002384186;10.6999998092651;2.59999990463257;0.5;65.5;1.89999997615814;3940;3470;3380;2710;3240;3170;1.14999997615814;85;-48
Céréales;Maïs;86.5;8;2.09999990463257;3.5;1.20000004768372;10.5;2.59999990463257;0.5;64;1.79999995231628;3850;3390;3300;2650;3180;3110;1.12000000476837;84;-46
Céréales;Maïs;86.5;8;2.09999990463257;3.5;1.20000004768372;10.5;2.59999990463257;0.5;65;1.79999995231628;3850;3390;3310;2650;3220;3150;1.12000000476837;84;-46
Céréales;Maïs;86.3000030517578;8;2.79999995231628;4;1.20000004768372;11.5;2.79999995231628;0.600000023841858;64;1.5;3870;3350;3270;2630;3210;3140;1.11000001430511;83;-45
Céréales;Maïs;86;8;2.09999990463257;3.5;1.20000004768372;10.5;2.59999990463257;0.5;64;1.79999995231628;3830;3370;3290;2630;3180;3110;1.11000001430511;84;-46
Céréales;Maïs;85;8;2.5;3.5;1.39999997615814;11;2.70000004768372;0.600000023841858;62;1.60000002384186;3780;3300;3210;2570;3090;3030;1.0900000333786;83;-44
Céréales;Maïs;84.8000030517578;8;2.09999990463257;3.5;1.10000002384186;10.3000001907349;2.59999990463257;0.5;62;1.70000004768372;3780;3320;3240;2590;3100;3030;1.10000002384186;83;-45
Céréales;Maïs;84.3000030517578;8;1.79999995231628;3.5;1.20000004768372;9.89999961853027;2.40000009536743;0.5;62;1.89999997615814;3750;3320;3240;2590;3100;3040;1.10000002384186;83;-44
Céréales;Maïs;87.5;8.19999980926514;2.29999995231628;3.5;1.20000004768372;10.8999996185303;2.70000004768372;0.5;64;1.70000004768372;3890;3410;3330;2660;3180;3120;1.12999999523163;85;-46
Céréales;Maïs;86.8000030517578;8.19999980926514;2.09999990463257;3.5;1.20000004768372;10.5;2.59999990463257;0.5;63;1.79999995231628;3860;3400;3310;2640;3150;3080;1.12000000476837;85;-46
Céréales;Maïs;89.5;8.39999961853027;2.09999990463257;4;1.20000004768372;10.8000001907349;2.70000004768372;0.5;65.5;1.89999997615814;4000;3530;3440;2750;3300;3230;1.16999995708466;88;-47
Céréales;Maïs;85.5;8.39999961853027;2.09999990463257;3.5;1.20000004768372;10.3999996185303;2.59999990463257;0.5;62.5;1.79999995231628;3810;3350;3270;2610;3130;3070;1.11000001430511;85;-43
Céréales;Orge;85.8000030517578;7.19999980926514;4.5;1.39999997615814;2.40000009536743;18.2999992370605;5.40000009536743;1;52.0999984741211;2.09999990463257;3690;2980;2890;2230;2600;2470;0.939999997615814;68;-38
Céréales;Orge;86;7.19999980926514;5.30000019073486;1.60000002384186;2.29999995231628;19.2000007629395;6.09999990463257;1.10000002384186;50.7000007629395;2.09999990463257;3730;2940;2850;2190;2570;2430;0.930000007152557;68;-38
Céréales;Orge;86;7.40000009536743;3.5;1.5;2;17.1000003814697;4.69999980926514;0.899999976158142;54.9000015258789;2.09999990463257;3720;3090;3010;2330;2730;2600;0.980000019073486;70;-38
Céréales;Orge;86.5;7.40000009536743;5;1.60000002384186;2.09999990463257;19;5.90000009536743;1.10000002384186;52;2.20000004768372;3760;2990;2900;2230;2630;2490;0.949999988079071;69;-37
Céréales;Orge;87;7.40000009536743;4.80000019073486;1.60000002384186;2.09999990463257;18.7999992370605;5.69999980926514;1.10000002384186;53.5999984741211;2.20000004768372;3780;3030;2940;2270;2690;2550;0.959999978542328;69;-38
Céréales;Orge;84.5;7.59999990463257;4.30000019073486;1.20000004768372;2.20000004768372;17.7999992370605;5.19999980926514;1;49.5999984741211;2.09999990463257;3640;2950;2860;2190;2500;2370;0.930000007152557;69;-34
Céréales;Orge;85.3000030517578;7.59999990463257;5;1.5;2.09999990463257;18.7999992370605;5.80000019073486;1.10000002384186;53.9000015258789;2.09999990463257;3700;2940;2850;2220;2700;2560;0.930000007152557;69;-34
Céréales;Orge;85.5;7.59999990463257;4;1.60000002384186;1.89999997615814;17.7000007629395;5;1;51.7999992370605;2.09999990463257;3720;3040;2950;2270;2620;2490;0.959999978542328;70;-36
Céréales;Orge;85.5;7.59999990463257;4.5;1.60000002384186;1.79999995231628;18.2000007629395;5.40000009536743;1;51.7999992370605;2.09999990463257;3730;3000;2910;2240;2620;2490;0.949999988079071;69;-35
Céréales;Orge;85.5;7.59999990463257;5.30000019073486;1.5;2;19.1000003814697;6;1.10000002384186;54.7999992370605;2.09999990463257;3720;2930;2850;2220;2730;2600;0.930000007152557;69;-34
Céréales;Orge;86.5;7.59999990463257;5.30000019073486;1.5;2.09999990463257;19.2999992370605;6.09999990463257;1.10000002384186;52.7999992370605;2.20000004768372;3760;2960;2880;2220;2660;2520;0.939999997615814;69;-35
Céréales;Orge;87.5;7.59999990463257;5.30000019073486;1.39999997615814;2.20000004768372;19.3999996185303;6.09999990463257;1.10000002384186;54.5999984741211;2.20000004768372;3790;2990;2910;2250;2720;2580;0.949999988079071;70;-36
Céréales;Orge;88.5;7.59999990463257;4;1.39999997615814;1.89999997615814;18.1000003814697;5.09999990463257;1;55.5;2.20000004768372;3830;3150;3060;2360;2760;2620;0.990000009536743;71;-39
Céréales;Orge;85;7.80000019073486;4.5;1.5;1.89999997615814;18.2000007629395;5.40000009536743;1;52.5;2.09999990463257;3700;2980;2890;2230;2650;2520;0.939999997615814;69;-33
Céréales;Orge;85.5;7.80000019073486;4;1.39999997615814;2;17.7000007629395;5;1;53.2999992370605;2.09999990463257;3710;3030;2940;2270;2670;2540;0.959999978542328;70;-34
Céréales;Orge;85.5;7.80000019073486;4.5;1.5;2.09999990463257;18.2000007629395;5.40000009536743;1;53.5999984741211;2.09999990463257;3710;2990;2900;2250;2690;2560;0.949999988079071;70;-33
Céréales;Orge;85.8000030517578;7.80000019073486;5.30000019073486;1.5;2;19.2000007629395;6.09999990463257;1.10000002384186;54.9000015258789;2.09999990463257;3730;2940;2860;2230;2750;2610;0.930000007152557;69;-33
Céréales;Orge;87.5;7.80000019073486;4.30000019073486;1.5;1.89999997615814;18.2999992370605;5.30000019073486;1;55.5;2.20000004768372;3800;3100;3010;2330;2770;2630;0.980000019073486;71;-36
Céréales;Orge;87.5;7.80000019073486;5;1.39999997615814;2.09999990463257;19.1000003814697;5.90000009536743;1.10000002384186;55.5;2.20000004768372;3790;3020;2940;2280;2760;2630;0.959999978542328;70;-35
Céréales;Orge;85;8;4.30000019073486;1.39999997615814;1.79999995231628;17.8999996185303;5.19999980926514;1;54.4000015258789;2.09999990463257;3700;3000;2920;2260;2720;2590;0.949999988079071;70;-32
Céréales;Orge;85;8;5;1.39999997615814;1.79999995231628;18.7999992370605;5.80000019073486;1.10000002384186;52.0999984741211;2.09999990463257;3710;2940;2850;2200;2630;2500;0.930000007152557;70;-31
Céréales;Orge;85.5;8;4.5;1.60000002384186;1.79999995231628;18.2000007629395;5.40000009536743;1;53.9000015258789;2.09999990463257;3730;3010;2920;2260;2720;2590;0.949999988079071;70;-32
Céréales;Orge;85.5;8;5;1.5;2.40000009536743;18.7999992370605;5.80000019073486;1.10000002384186;53.5;2.09999990463257;3710;2940;2850;2210;2700;2560;0.930000007152557;70;-31
Céréales;Orge;85.5;8;5.5;1.39999997615814;2.09999990463257;19.3999996185303;6.19999980926514;1.20000004768372;51.5999984741211;2.09999990463257;3720;2900;2820;2170;2610;2480;0.920000016689301;70;-31
Céréales;Orge;86;8;4.30000019073486;1.5;2.20000004768372;18;5.30000019073486;1;54.0999984741211;2.09999990463257;3730;3030;2940;2280;2720;2590;0.959999978542328;71;-33
Céréales;Orge;86;8;4.80000019073486;1.39999997615814;2.20000004768372;18.6000003814697;5.69999980926514;1.10000002384186;52.5999984741211;2.09999990463257;3730;2980;2890;2230;2650;2520;0.939999997615814;70;-32
Céréales;Orge;86.5;8;4.80000019073486;1.60000002384186;1.79999995231628;18.7000007629395;5.69999980926514;1.10000002384186;53.7000007629395;2.20000004768372;3780;3020;2940;2270;2720;2580;0.959999978542328;71;-33
Céréales;Orge;86.5;8;5.5;1.5;2;19.6000003814697;6.30000019073486;1.20000004768372;51.2000007629395;2.20000004768372;3770;2950;2860;2200;2610;2470;0.939999997615814;70;-32
Céréales;Orge;87;8;4;1.60000002384186;2.09999990463257;17.8999996185303;5.09999990463257;1;52.0999984741211;2.20000004768372;3780;3100;3000;2300;2650;2520;0.980000019073486;71;-34
Céréales;Orge;87;8;4.5;1.60000002384186;2;18.5;5.5;1;54.2000007629395;2.20000004768372;3790;3060;2970;2300;2740;2600;0.970000028610229;71;-34
Céréales;Orge;87.5;8;4.5;1.60000002384186;2.20000004768372;18.5;5.5;1;52.0999984741211;2.20000004768372;3800;3070;2980;2280;2650;2520;0.970000028610229;71;-34
Céréales;Orge;88.5;8;5;1.70000004768372;2.29999995231628;19.2999992370605;5.90000009536743;1.10000002384186;55.7999992370605;2.20000004768372;3850;3070;2980;2320;2810;2670;0.970000028610229;72;-35
Céréales;Orge;84.3000030517578;8.19999980926514;4.5;1.5;1.89999997615814;18.1000003814697;5.40000009536743;1;53.7999992370605;2.09999990463257;3670;2950;2870;2230;2710;2580;0.930000007152557;70;-29
Céréales;Orge;84.5;8.19999980926514;4.80000019073486;1.39999997615814;2;18.3999996185303;5.59999990463257;1.10000002384186;52.0999984741211;2.09999990463257;3680;2930;2850;2200;2640;2510;0.930000007152557;70;-29
Céréales;Orge;84.8000030517578;8.19999980926514;4;1.29999995231628;2.09999990463257;17.5;5;0.899999976158142;53.2999992370605;2.09999990463257;3670;3000;2910;2250;2680;2550;0.949999988079071;70;-30
Céréales;Orge;85;8.19999980926514;3.79999995231628;1.5;1.89999997615814;17.2999992370605;4.80000019073486;0.899999976158142;52.5999984741211;2.09999990463257;3700;3050;2960;2280;2670;2530;0.959999978542328;71;-31
Céréales;Orge;85;8.19999980926514;4.30000019073486;1.5;1.89999997615814;17.8999996185303;5.19999980926514;1;52.5999984741211;2.09999990463257;3700;3000;2920;2250;2670;2530;0.949999988079071;71;-30
Céréales;Orge;85;8.19999980926514;4.80000019073486;1.5;2.5;18.5;5.59999990463257;1.10000002384186;53.2999992370605;2.09999990463257;3680;2940;2850;2210;2700;2560;0.930000007152557;70;-29
Céréales;Orge;85.3000030517578;8.19999980926514;3.5;1.5;1.5;17;4.59999990463257;0.899999976158142;52.7999992370605;2.09999990463257;3720;3090;3000;2310;2680;2540;0.980000019073486;71;-32
Céréales;Orge;85.3000030517578;8.19999980926514;4;1.5;2.09999990463257;17.6000003814697;5;1;52.7999992370605;2.09999990463257;3700;3030;2940;2260;2680;2540;0.959999978542328;71;-31
Céréales;Orge;85.3000030517578;8.19999980926514;4.5;1.5;1.89999997615814;18.2000007629395;5.40000009536743;1;52.7999992370605;2.09999990463257;3720;2990;2900;2240;2680;2540;0.949999988079071;71;-30
Céréales;Orge;85.3000030517578;8.19999980926514;4.80000019073486;1.5;2.09999990463257;18.5;5.59999990463257;1.10000002384186;54;2.09999990463257;3710;2960;2880;2230;2720;2590;0.939999997615814;70;-30
Céréales;Orge;85.3000030517578;8.19999980926514;5;1.39999997615814;2.29999995231628;18.7999992370605;5.80000019073486;1.10000002384186;52.7999992370605;2.09999990463257;3700;2930;2850;2200;2670;2530;0.930000007152557;70;-30
Céréales;Orge;85.3000030517578;8.19999980926514;5.5;1.70000004768372;1.79999995231628;19.3999996185303;6.19999980926514;1.20000004768372;52.7999992370605;2.09999990463257;3740;2920;2830;2200;2690;2560;0.930000007152557;70;-29
Céréales;Orge;85.5;8.19999980926514;4;1.5;2;17.7000007629395;5;1;53;2.09999990463257;3720;3040;2950;2270;2680;2550;0.959999978542328;71;-31
Céréales;Orge;85.5;8.19999980926514;4.5;1.39999997615814;2.09999990463257;18.2000007629395;5.40000009536743;1;53.5;2.09999990463257;3710;2990;2900;2240;2700;2560;0.939999997615814;71;-30
Céréales;Orge;85.5;8.19999980926514;4.80000019073486;1.5;2.29999995231628;18.5;5.59999990463257;1.10000002384186;53.2999992370605;2.09999990463257;3710;2970;2880;2230;2700;2560;0.939999997615814;70;-30
Céréales;Orge;85.5;8.19999980926514;5;1.39999997615814;1.89999997615814;18.7999992370605;5.80000019073486;1.10000002384186;53;2.09999990463257;3730;2960;2870;2210;2680;2540;0.939999997615814;70;-30
Céréales;Orge;85.5;8.19999980926514;5.30000019073486;1.5;1.89999997615814;19.1000003814697;6;1.10000002384186;54.5999984741211;2.09999990463257;3730;2940;2850;2220;2750;2610;0.930000007152557;70;-30
Céréales;Orge;85.5;8.19999980926514;5.5;1.60000002384186;2.20000004768372;19.3999996185303;6.19999980926514;1.20000004768372;52.9000015258789;2.09999990463257;3730;2910;2830;2190;2690;2550;0.920000016689301;70;-29
Céréales;Orge;85.8000030517578;8.19999980926514;4;1.39999997615814;2;17.7000007629395;5;1;53.2000007629395;2.09999990463257;3720;3050;2960;2280;2690;2550;0.959999978542328;71;-31
Céréales;Orge;85.8000030517578;8.19999980926514;4.5;1.20000004768372;2;18.2999992370605;5.40000009536743;1;53;2.09999990463257;3720;3000;2910;2240;2660;2530;0.949999988079071;71;-31
Céréales;Orge;85.8000030517578;8.19999980926514;5;1.39999997615814;2.09999990463257;18.8999996185303;5.80000019073486;1.10000002384186;52.7000007629395;2.09999990463257;3730;2960;2870;2210;2670;2530;0.939999997615814;70;-30
Céréales;Orge;85.8000030517578;8.19999980926514;5.5;1.5;2.29999995231628;19.5;6.30000019073486;1.20000004768372;53.2000007629395;2.09999990463257;3730;2910;2830;2190;2690;2560;0.920000016689301;70;-30
Céréales;Orge;86;8.19999980926514;4;1.29999995231628;2.29999995231628;17.7000007629395;5.09999990463257;1;53.5;2.09999990463257;3710;3040;2950;2270;2690;2550;0.959999978542328;71;-32
Céréales;Orge;86;8.19999980926514;4.5;1.60000002384186;2;18.2999992370605;5.5;1;53.5;2.09999990463257;3750;3020;2930;2270;2710;2580;0.959999978542328;71;-31
Céréales;Orge;86;8.19999980926514;4.80000019073486;1.39999997615814;2;18.6000003814697;5.69999980926514;1.10000002384186;53.5;2.09999990463257;3740;2990;2900;2240;2700;2560;0.949999988079071;71;-31
Céréales;Orge;86;8.19999980926514;5;1.29999995231628;2.29999995231628;18.8999996185303;5.90000009536743;1.10000002384186;53.5999984741211;2.09999990463257;3720;2960;2870;2220;2690;2560;0.930000007152557;71;-30
Céréales;Orge;86;8.19999980926514;5.30000019073486;1.5;2.20000004768372;19.2000007629395;6.09999990463257;1.10000002384186;53.7999992370605;2.09999990463257;3740;2950;2860;2220;2720;2580;0.930000007152557;70;-30
Céréales;Orge;86;8.19999980926514;5.5;1.39999997615814;2.29999995231628;19.5;6.30000019073486;1.20000004768372;53.5;2.09999990463257;3730;2920;2830;2190;2700;2560;0.920000016689301;70;-30
Céréales;Orge;86.5;8.19999980926514;4;1.5;2;17.7999992370605;5.09999990463257;1;53.7000007629395;2.20000004768372;3760;3080;2990;2300;2710;2580;0.970000028610229;72;-32
Céréales;Orge;86.5;8.19999980926514;4.5;1.60000002384186;1.89999997615814;18.3999996185303;5.5;1;53.7000007629395;2.20000004768372;3770;3050;2960;2280;2720;2590;0.959999978542328;71;-32
Céréales;Orge;87;8.19999980926514;3.79999995231628;1.39999997615814;2.09999990463257;17.6000003814697;4.90000009536743;0.899999976158142;54.4000015258789;2.20000004768372;3770;3110;3020;2330;2740;2600;0.980000019073486;72;-33
Céréales;Orge;87;8.19999980926514;4.80000019073486;1.5;2;18.7999992370605;5.69999980926514;1.10000002384186;53.9000015258789;2.20000004768372;3790;3040;2950;2270;2720;2590;0.959999978542328;71;-32
Céréales;Orge;87;8.19999980926514;5.30000019073486;1.60000002384186;2.20000004768372;19.3999996185303;6.09999990463257;1.10000002384186;54.4000015258789;2.20000004768372;3790;2990;2900;2250;2750;2610;0.949999988079071;71;-31
Céréales;Orge;87.3000030517578;8.19999980926514;5.30000019073486;1.5;2;19.3999996185303;6.09999990463257;1.10000002384186;55.7000007629395;2.20000004768372;3800;3000;2920;2270;2800;2660;0.949999988079071;71;-32
Céréales;Orge;87.5;8.19999980926514;5;1.60000002384186;2.20000004768372;19.1000003814697;5.90000009536743;1.10000002384186;54.7999992370605;2.20000004768372;3810;3030;2940;2280;2770;2630;0.959999978542328;71;-32
Céréales;Orge;88;8.19999980926514;4.30000019073486;1.60000002384186;2.20000004768372;18.2999992370605;5.30000019073486;1;55;2.20000004768372;3820;3110;3020;2340;2780;2640;0.980000019073486;72;-33
Céréales;Orge;88;8.19999980926514;4.80000019073486;1.60000002384186;2.20000004768372;18.8999996185303;5.69999980926514;1.10000002384186;54.9000015258789;2.20000004768372;3830;3070;2980;2310;2770;2630;0.970000028610229;72;-33
Céréales;Orge;88;8.19999980926514;5.5;1.60000002384186;2.09999990463257;19.7999992370605;6.30000019073486;1.20000004768372;54.7999992370605;2.20000004768372;3840;3010;2920;2270;2770;2630;0.949999988079071;71;-32
Céréales;Orge;89;8.19999980926514;4.5;1.60000002384186;2.09999990463257;18.7999992370605;5.5;1;55.5;2.20000004768372;3870;3130;3040;2350;2800;2660;0.990000009536743;73;-34
Céréales;Orge;84.5;8.39999961853027;5;1.39999997615814;1.89999997615814;18.7000007629395;5.80000019073486;1.10000002384186;54.2999992370605;2.09999990463257;3690;2920;2840;2200;2730;2600;0.920000016689301;70;-27
Céréales;Orge;85;8.39999961853027;4.5;1.5;1.89999997615814;18.2000007629395;5.40000009536743;1;52.5;2.09999990463257;3710;2990;2900;2230;2670;2540;0.939999997615814;71;-29
Céréales;Orge;85;8.39999961853027;5;1.60000002384186;2.09999990463257;18.7999992370605;5.80000019073486;1.10000002384186;54;2.09999990463257;3710;2940;2860;2220;2740;2600;0.930000007152557;70;-28
Céréales;Orge;85.3000030517578;8.39999961853027;4.5;1.39999997615814;1.79999995231628;18.2000007629395;5.40000009536743;1;52.4000015258789;2.09999990463257;3720;2990;2900;2230;2660;2530;0.949999988079071;71;-29
Céréales;Orge;85.3000030517578;8.39999961853027;5;1.5;2;18.7999992370605;5.80000019073486;1.10000002384186;54;2.09999990463257;3720;2950;2860;2220;2730;2600;0.930000007152557;71;-28
Céréales;Orge;85.5;8.39999961853027;4.80000019073486;1.5;2;18.5;5.59999990463257;1.10000002384186;54.2999992370605;2.09999990463257;3730;2980;2890;2240;2740;2610;0.939999997615814;71;-29
Céréales;Orge;85.8000030517578;8.39999961853027;4;1.39999997615814;1.89999997615814;17.7000007629395;5;1;53.0999984741211;2.09999990463257;3730;3050;2960;2280;2690;2550;0.959999978542328;72;-30
Céréales;Orge;85.8000030517578;8.39999961853027;4.5;1.39999997615814;2;18.2999992370605;5.40000009536743;1;53.0999984741211;2.09999990463257;3730;3010;2920;2250;2690;2550;0.949999988079071;71;-29
Céréales;Orge;85.8000030517578;8.39999961853027;5;1.39999997615814;1.79999995231628;18.8999996185303;5.80000019073486;1.10000002384186;53.0999984741211;2.09999990463257;3740;2970;2880;2220;2690;2550;0.939999997615814;71;-29
Céréales;Orge;86;8.39999961853027;4.5;1.60000002384186;1.89999997615814;18.2999992370605;5.5;1;53.2999992370605;2.09999990463257;3760;3030;2940;2270;2710;2580;0.959999978542328;71;-30
Céréales;Orge;86;8.39999961853027;5;1.39999997615814;1.79999995231628;18.8999996185303;5.90000009536743;1.10000002384186;53;2.09999990463257;3750;2980;2890;2230;2680;2550;0.939999997615814;71;-29
Céréales;Orge;86;8.39999961853027;5.5;1.60000002384186;2;19.5;6.30000019073486;1.20000004768372;53.2999992370605;2.09999990463257;3760;2940;2850;2210;2710;2580;0.930000007152557;71;-29
Céréales;Orge;86.3000030517578;8.39999961853027;4;1.5;2.09999990463257;17.7999992370605;5.09999990463257;1;53.5;2.20000004768372;3750;3070;2980;2290;2710;2580;0.970000028610229;72;-30
Céréales;Orge;86.3000030517578;8.39999961853027;4.5;1.5;2;18.3999996185303;5.5;1;53.5;2.20000004768372;3760;3030;2940;2270;2710;2580;0.959999978542328;72;-30
Céréales;Orge;86.3000030517578;8.39999961853027;4.80000019073486;1.60000002384186;2.29999995231628;18.7000007629395;5.69999980926514;1.10000002384186;53.9000015258789;2.20000004768372;3750;3000;2910;2260;2740;2600;0.949999988079071;71;-29
Céréales;Orge;86.3000030517578;8.39999961853027;5;1.29999995231628;2.20000004768372;18.8999996185303;5.90000009536743;1.10000002384186;53.5;2.20000004768372;3740;2970;2880;2230;2700;2560;0.939999997615814;71;-29
Céréales;Orge;86.3000030517578;8.39999961853027;5.5;1.60000002384186;2;19.5;6.30000019073486;1.20000004768372;53.5;2.20000004768372;3770;2950;2860;2220;2720;2590;0.939999997615814;71;-29
Céréales;Orge;86.5;8.39999961853027;3.79999995231628;1.5;1.79999995231628;17.5;4.90000009536743;0.899999976158142;53.9000015258789;2.20000004768372;3770;3110;3020;2320;2730;2590;0.980000019073486;72;-31
Céréales;Orge;86.5;8.39999961853027;4.30000019073486;1.29999995231628;2;18.1000003814697;5.30000019073486;1;53.5;2.20000004768372;3750;3050;2960;2280;2700;2560;0.959999978542328;72;-31
Céréales;Orge;86.5;8.39999961853027;4.5;1.70000004768372;2;18.3999996185303;5.5;1;53.5999984741211;2.20000004768372;3780;3050;2960;2280;2730;2600;0.959999978542328;72;-30
Céréales;Orge;86.5;8.39999961853027;5.30000019073486;1.39999997615814;1.79999995231628;19.2999992370605;6.09999990463257;1.10000002384186;53.5;2.20000004768372;3780;2980;2890;2230;2710;2570;0.939999997615814;71;-30
Céréales;Orge;86.8000030517578;8.39999961853027;5.30000019073486;1.60000002384186;2;19.2999992370605;6.09999990463257;1.10000002384186;54;2.20000004768372;3790;2990;2900;2250;2740;2610;0.949999988079071;71;-30
Céréales;Orge;87;8.39999961853027;4;1.5;2.09999990463257;17.8999996185303;5.09999990463257;1;54.0999984741211;2.20000004768372;3780;3100;3010;2320;2740;2600;0.980000019073486;72;-31
Céréales;Orge;87;8.39999961853027;4.5;1.60000002384186;1.79999995231628;18.5;5.5;1;54.0999984741211;2.20000004768372;3800;3070;2980;2300;2750;2610;0.970000028610229;72;-31
Céréales;Orge;87;8.39999961853027;4.80000019073486;1.5;1.89999997615814;18.7999992370605;5.69999980926514;1.10000002384186;54.0999984741211;2.20000004768372;3790;3040;2950;2280;2740;2600;0.959999978542328;72;-31
Céréales;Orge;87;8.39999961853027;5;1.39999997615814;2;19.1000003814697;5.90000009536743;1.10000002384186;54.4000015258789;2.20000004768372;3790;3010;2920;2260;2740;2610;0.949999988079071;72;-30
Céréales;Orge;87;8.39999961853027;5.30000019073486;1.60000002384186;2;19.3999996185303;6.09999990463257;1.10000002384186;54.0999984741211;2.20000004768372;3800;3000;2910;2250;2750;2610;0.949999988079071;72;-30
Céréales;Orge;87.5;8.39999961853027;5;1.5;2.09999990463257;19.1000003814697;5.90000009536743;1.10000002384186;54.5;2.20000004768372;3810;3030;2940;2280;2760;2620;0.959999978542328;72;-31
Céréales;Orge;87.5;8.39999961853027;5.5;1.5;2.09999990463257;19.7000007629395;6.30000019073486;1.20000004768372;54.5;2.20000004768372;3810;2990;2900;2250;2760;2620;0.949999988079071;72;-30
Céréales;Orge;88;8.39999961853027;5;1.60000002384186;2;19.2000007629395;5.90000009536743;1.10000002384186;55.2000007629395;2.20000004768372;3840;3060;2970;2300;2790;2650;0.970000028610229;72;-31
Céréales;Orge;88;8.39999961853027;5.5;1.60000002384186;2.40000009536743;19.7999992370605;6.30000019073486;1.20000004768372;54.4000015258789;2.20000004768372;3830;3000;2910;2260;2760;2620;0.949999988079071;72;-31
Céréales;Orge;88.5;8.39999961853027;5.5;1.5;2.09999990463257;19.8999996185303;6.30000019073486;1.20000004768372;54.7000007629395;2.20000004768372;3860;3030;2940;2270;2770;2630;0.959999978542328;72;-31
Céréales;Orge;89;8.39999961853027;5.5;1.60000002384186;2;20;6.30000019073486;1.20000004768372;55.5;2.20000004768372;3890;3050;2970;2300;2810;2670;0.970000028610229;73;-32
Céréales;Orge;89.5;8.39999961853027;5.5;1.60000002384186;2;20;6.30000019073486;1.20000004768372;55.5;2.20000004768372;3910;3070;2980;2310;2810;2670;0.980000019073486;73;-33
Céréales;Orge;85;8.60000038146973;3.5;1.60000002384186;2;17;4.59999990463257;0.899999976158142;53.2999992370605;2.09999990463257;3700;3070;2980;2300;2720;2580;0.970000028610229;72;-28
Céréales;Orge;85;8.60000038146973;4.5;1.39999997615814;2.29999995231628;18.2000007629395;5.40000009536743;1;52.7999992370605;2.09999990463257;3690;2970;2880;2220;2680;2550;0.939999997615814;71;-27
